user_id,user_segment,country,signup_date,product_id,product_name,brand,category,event_type,price,timestamp
443,casual,Thailand,2025-01-09,24.0,Sunglasses,Ray-Ban,Fashion,click,180,1778597805
336,buyer,Malaysia,2024-09-27,3509.0,Sunglasses,Ray-Ban,Fashion,view,180,1778597805
430,casual,Singapore,2026-03-12,14.0,External SSD,Samsung,Electronics,invalid,200,1778597805
413,casual,Malaysia,2025-04-20,35.0,Rice Cooker,Panasonic,Home,view,120,1778597805
48,browser,Indonesia,2025-07-04,31.0,Coffee Maker,Philips,Home,view,150,1778597805
332,casual,Indonesia,2024-05-31,59.0,Yoga Mat,Decathlon,Sports,click,-60,1778597805
130,casual,Singapore,2025-12-22,,Gym Bag,Nike,Sports,view,360,1778597805
21,browser,Malaysia,2025-09-22,47.0,Moisturizer,Nivea,Beauty,view,40,1778597805
251,browser,Malaysia,2025-08-28,32.0,Air Fryer,Xiaomi,Home,click,1440,1778597805
45,casual,Singapore,2024-08-07,26.0,Backpack,Adidas,Fashion,purchase,-100,1778597805
94,browser,Thailand,2025-12-19,67.0,Data Science Handbook,Packt,,view,70,1778597805
209,casual,Singapore,2025-07-20,6.0,Samsung Tablet,Samsung,Electronics,view,700,1778597805
,browser,Malaysia,2024-10-04,41.0,Bed Frame,Ikea,Home,click,900,1778597805
206,casual,Malaysia,2024-11-18,38.0,Toaster,Philips,Home,view,70,1778597805
176,buyer,Indonesia,2026-01-20,63.0,Skipping Rope,Decathlon,Sports,purchase,20,1778597805
362,buyer,Malaysia,2025-10-18,36.0,Electric Kettle,Tefal,Home,purchase,60,1778597805
347,buyer,Singapore,2026-04-24,49.0,Perfume,Dior,Beauty,invalid,150,1778597805
106,browser,Malaysia,2025-07-12,47.0,Moisturizer,Nivea,Beauty,invalid,40,1778597805
242,casual,Indonesia,2025-08-07,47.0,Moisturizer,Nivea,Beauty,view,40,1778597805
400,browser,Malaysia,2025-07-01,65.0,Water Bottle,Stanley,,view,-25,1778597805
364,buyer,Malaysia,2024-06-07,24.0,Sunglasses,Ray-Ban,Fashion,click,360,1778597805
333,browser,Malaysia,2025-12-15,,Wall Clock,Generic,,view,320,1778597805
40,browser,Malaysia,2025-07-04,50.0,Shampoo,Dove,Beauty,view,140,1778597805
339,browser,Thailand,2024-08-10,13.0,4K Monitor,LG,Electronics,view,600,1778597805
17,browser,Vietnam,2024-11-05,8.0,AirPods Pro,Apple,Electronics,invalid,250,1778597805
34,casual,Indonesia,2026-04-11,36.0,Electric Kettle,Tefal,Home,invalid,60,1778597805
254,browser,Malaysia,2026-01-16,35.0,Rice Cooker,Panasonic,Home,view,1080,1778597805
190,casual,Malaysia,2025-03-23,9.0,Smart Watch,Fitbit,Electronics,view,400,1778597805
380,casual,Malaysia,2025-02-06,,Sunscreen,Nivea,Beauty,purchase,140,1778597805
2,browser,Indonesia,2024-08-26,70.0,Self Development Book,Penguin,Books,view,40,1778597805
59,casual,Thailand,2025-02-17,47.0,Moisturizer,Nivea,Beauty,click,-40,1778597805
unknown_user,casual,Indonesia,2024-12-03,4399.0,iPad Air,Apple,,purchase,900,1778597805
476,buyer,Vietnam,2024-11-20,59.0,Yoga Mat,Decathlon,Sports,invalid,600,1778597805
,browser,Vietnam,2026-04-13,,Jeans,Levi's,Fashion,invalid,80,1778597805
277,browser,Singapore,2026-01-15,68.0,Machine Learning Guide,O'Reilly,Books,view,80,1778597805
429,browser,Singapore,2026-04-08,61.0,Treadmill,Technogym,,view,1500,1778597805
unknown_user,buyer,Indonesia,2025-01-03,38.0,Toaster,Philips,Home,purchase,420,1778597805
172,casual,Singapore,2024-08-03,7.0,Sony Headphones,Sony,,click,300,1778597805
384,casual,Malaysia,2025-10-17,,Tennis Racket,Wilson,Sports,view,200,1778597805
,buyer,Malaysia,2025-08-10,21.0,Dress,H&M,Fashion,click,120,1778597805
146,buyer,Singapore,2025-12-08,57.0,Basketball,Nike,Sports,click,50,1778597805
159,casual,Singapore,2025-06-10,56.0,Football,Adidas,Sports,invalid,40,1778597805
295,browser,Malaysia,2024-11-25,33.0,Vacuum Cleaner,Dyson,Home,view,300,1778597805
406,browser,Singapore,2025-08-10,3575.0,Basketball,Nike,Sports,view,50,1778597805
400,browser,Malaysia,2026-04-02,34.0,Blender,Philips,Home,view,100,1778597805
unknown_user,browser,Vietnam,2025-06-01,32.0,Air Fryer,Xiaomi,Home,view,900,1778597805
259,browser,Singapore,2025-10-29,,Treadmill,Technogym,Sports,click,1500,1778597805
254,buyer,Thailand,2025-09-10,3.0,MacBook Pro,Apple,Electronics,click,-2500,1778597805
178,casual,Thailand,2025-04-15,43.0,Desk Lamp,Philips,Home,invalid,50,1778597805
474,browser,Malaysia,2025-01-29,48.0,Lipstick,Maybelline,Beauty,view,25,1778597805
151,browser,Malaysia,2025-10-07,45.0,Wall Clock,Generic,Home,invalid,360,1778597805
143,browser,Malaysia,2024-11-17,67.0,Data Science Handbook,Packt,Books,invalid,70,1778597805
292,buyer,Malaysia,2024-10-11,38.0,Toaster,Philips,Home,view,420,1778597805
261,browser,Malaysia,2025-12-16,29.0,Sandals,Havaianas,Fashion,view,70,1778597805
102,casual,Malaysia,2025-02-22,58.0,Tennis Racket,Wilson,Sports,view,800,1778597805
423,browser,Singapore,2025-09-25,59.0,Yoga Mat,Decathlon,Sports,invalid,60,1778597805
,browser,Malaysia,2024-08-24,43.0,Desk Lamp,Philips,Home,invalid,350,1778597805
,browser,Singapore,2024-06-30,,Body Lotion,Dove,Beauty,invalid,25,1778597805
unknown_user,casual,Malaysia,2024-08-26,44.0,Curtains,Ikea,Home,invalid,120,1778597805
2,browser,Singapore,2026-04-21,2364.0,Curtains,Ikea,Home,view,120,1778597805
448,buyer,Malaysia,2025-03-14,3041.0,Backpack,Adidas,Fashion,click,-100,1778597805
unknown_user,browser,Malaysia,2025-03-28,37.0,Microwave Oven,Samsung,Home,view,250,1778597805
,browser,Thailand,2025-10-15,42.0,Sofa,Ikea,Home,click,1200,1778597805
271,casual,Malaysia,2025-11-06,66.0,Python Programming Book,O'Reilly,Books,invalid,50,1778597805
,casual,Thailand,2024-07-13,17.0,Sneakers,Adidas,Fashion,view,150,1778597805
,browser,Malaysia,2025-10-10,15.0,Bluetooth Speaker,JBL,Electronics,view,120,1778597805
329,browser,Singapore,2024-08-27,38.0,Toaster,Philips,Home,view,-70,1778597805
unknown_user,browser,Philippines,2024-10-29,55.0,Nail Polish,O.P.I,Beauty,view,-15,1778597805
,casual,Singapore,2024-09-17,1.0,iPhone 15,Apple,,purchase,1200,1778597805
178,buyer,Singapore,2025-12-13,23.0,Cap,Nike,Fashion,click,30,1778597805
,buyer,Thailand,2025-11-09,24.0,Sunglasses,Ray-Ban,Fashion,purchase,-180,1778597805
,buyer,Indonesia,2025-11-20,6.0,Samsung Tablet,Samsung,Electronics,view,700,1778597805
,browser,Malaysia,2024-06-14,69.0,Business Strategy Book,Harvard Press,Books,view,60,1778597805
296,buyer,Philippines,2025-05-20,43.0,Desk Lamp,Philips,Home,view,50,1778597805
446,buyer,Malaysia,2024-08-14,21.0,Dress,H&M,Fashion,invalid,120,1778597805
unknown_user,casual,Thailand,2024-07-25,62.0,Cycling Helmet,Giro,Sports,click,-80,1778597805
224,buyer,Malaysia,2026-01-17,,Samsung Galaxy S23,Samsung,,view,6000,1778597805
228,casual,Malaysia,2026-01-18,28.0,Formal Shirt,Zara,Fashion,view,90,1778597805
,browser,Singapore,2025-07-08,13.0,4K Monitor,LG,Electronics,view,600,1778597805
unknown_user,casual,Malaysia,2025-06-09,53.0,Sunscreen,Nivea,Beauty,view,35,1778597805
unknown_user,browser,Vietnam,2024-08-26,11.0,Mechanical Keyboard,Logitech,Electronics,purchase,150,1778597805
369,casual,Thailand,2024-08-25,64.0,Gym Bag,Nike,Sports,view,-90,1778597805
378,browser,Malaysia,2024-10-05,55.0,Nail Polish,O.P.I,Beauty,click,15,1778597805
137,browser,Thailand,2026-02-20,65.0,Water Bottle,Stanley,Sports,click,225,1778597805
434,browser,Indonesia,2025-04-12,53.0,Sunscreen,Nivea,Beauty,view,35,1778597805
71,buyer,Malaysia,2025-09-27,1.0,iPhone 15,Apple,Electronics,view,1200,1778597805
202,browser,Malaysia,2025-09-13,4608.0,Self Development Book,Penguin,Books,view,40,1778597805
87,buyer,Malaysia,2025-11-12,2168.0,Dell XPS 13,Dell,Electronics,purchase,1800,1778597805
88,buyer,Malaysia,2024-05-26,60.0,Dumbbells,Decathlon,Sports,purchase,150,1778597805
363,browser,Malaysia,2026-01-17,3921.0,Air Fryer,Xiaomi,Home,invalid,180,1778597805
88,casual,Indonesia,2025-12-02,65.0,Water Bottle,Stanley,Sports,view,-25,1778597805
346,browser,Philippines,2025-12-09,55.0,Nail Polish,O.P.I,Beauty,view,135,1778597805
243,casual,Malaysia,2025-03-12,13.0,4K Monitor,LG,Electronics,click,600,1778597805
unknown_user,browser,Thailand,2024-10-26,44.0,Curtains,Ikea,,view,120,1778597805
355,browser,Indonesia,2025-02-15,44.0,Curtains,Ikea,Home,view,120,1778597805
440,browser,Malaysia,2025-05-22,63.0,Skipping Rope,Decathlon,Sports,view,20,1778597805
449,casual,Malaysia,2025-12-14,,Jeans,Levi's,Fashion,view,80,1778597805
,browser,Indonesia,2025-09-24,60.0,Dumbbells,Decathlon,Sports,view,150,1778597805
404,browser,Singapore,2024-08-10,42.0,Sofa,Ikea,Home,view,1200,1778597805
unknown_user,casual,Thailand,2024-11-01,50.0,Shampoo,Dove,Beauty,view,20,1778597805
71,browser,Malaysia,2026-04-27,47.0,Moisturizer,Nivea,Beauty,view,40,1778597805
unknown_user,browser,Malaysia,2025-02-25,35.0,Rice Cooker,Panasonic,Home,view,840,1778597805
94,browser,Malaysia,2026-01-05,,Electric Kettle,Tefal,Home,view,60,1778597805
,browser,Indonesia,2026-04-27,51.0,Hair Dryer,Philips,Beauty,view,-80,1778597805
394,browser,Indonesia,2025-06-19,3846.0,Perfume,Dior,Beauty,view,150,1778597805
415,casual,Indonesia,2025-03-20,3.0,MacBook Pro,Apple,Electronics,view,-2500,1778597805
161,browser,Thailand,2024-08-20,9.0,Smart Watch,Fitbit,Electronics,click,-400,1778597805
398,casual,Malaysia,2026-01-22,1238.0,Formal Shirt,Zara,Fashion,click,90,1778597805
,casual,Malaysia,2024-06-18,9.0,Smart Watch,Fitbit,Electronics,invalid,400,1778597805
372,buyer,Thailand,2024-06-12,38.0,Toaster,Philips,Home,purchase,70,1778597805
unknown_user,browser,Philippines,2025-12-06,8.0,AirPods Pro,Apple,Electronics,invalid,250,1778597805
unknown_user,buyer,Thailand,2024-06-25,3.0,MacBook Pro,Apple,Electronics,click,2500,1778597805
74,casual,Thailand,2025-12-10,37.0,Microwave Oven,Samsung,,purchase,1000,1778597805
437,buyer,Thailand,2024-08-02,70.0,Self Development Book,Penguin,,purchase,40,1778597805
103,casual,Malaysia,2025-09-07,1830.0,Toaster,Philips,Home,purchase,-70,1778597805
unknown_user,browser,Malaysia,2026-02-06,1377.0,Electric Kettle,Tefal,Home,view,60,1778597805
365,browser,Malaysia,2024-10-27,19.0,T-Shirt,Uniqlo,Fashion,view,40,1778597805
259,browser,Thailand,2025-02-14,28.0,Formal Shirt,Zara,Fashion,click,90,1778597805
unknown_user,browser,Indonesia,2025-05-27,37.0,Microwave Oven,Samsung,Home,view,250,1778597805
25,browser,Indonesia,2024-09-23,2.0,Samsung Galaxy S23,Samsung,,invalid,1000,1778597805
47,browser,Malaysia,2024-09-12,14.0,External SSD,Samsung,Electronics,view,1200,1778597805
43,buyer,Singapore,2025-03-05,,Nail Polish,O.P.I,Beauty,click,15,1778597805
242,casual,Malaysia,2025-04-06,61.0,Treadmill,Technogym,Sports,view,1500,1778597805
200,buyer,Malaysia,2024-06-23,,Dumbbells,Decathlon,Sports,purchase,150,1778597805
48,browser,Singapore,2026-01-09,22.0,Hoodie,Puma,Fashion,invalid,90,1778597805
390,casual,Thailand,2024-05-18,21.0,Dress,H&M,Fashion,click,120,1778597805
349,browser,Malaysia,2024-08-18,11.0,Mechanical Keyboard,Logitech,Electronics,view,150,1778597805
233,browser,Malaysia,2026-04-08,41.0,Bed Frame,Ikea,Home,view,900,1778597805
431,buyer,Malaysia,2025-10-05,3465.0,Smart Watch,Fitbit,Electronics,view,400,1778597805
352,casual,Malaysia,2026-01-12,1311.0,Dress,H&M,Fashion,purchase,600,1778597805
unknown_user,browser,Singapore,2025-03-26,64.0,Gym Bag,Nike,Sports,view,90,1778597805
,browser,Malaysia,2024-11-23,1.0,iPhone 15,Apple,Electronics,view,1200,1778597805
439,browser,Malaysia,2024-05-21,,External SSD,Samsung,,view,200,1778597805
115,browser,Malaysia,2024-06-17,19.0,T-Shirt,Uniqlo,,view,40,1778597805
318,casual,Malaysia,2025-10-01,67.0,Data Science Handbook,Packt,Books,invalid,70,1778597805
,browser,Singapore,2025-09-28,40.0,Office Chair,Ikea,Home,invalid,200,1778597805
140,buyer,Singapore,2025-12-28,1675.0,Treadmill,Technogym,Sports,click,1500,1778597805
124,casual,Singapore,2025-10-03,1280.0,iPhone 15,Apple,Electronics,invalid,3600,1778597805
,browser,Malaysia,2024-07-10,23.0,Cap,Nike,Fashion,invalid,30,1778597805
210,browser,Malaysia,2025-08-30,17.0,Sneakers,Adidas,Fashion,view,150,1778597805
224,browser,Singapore,2024-10-13,42.0,Sofa,Ikea,Home,view,1200,1778597805
479,casual,Thailand,2024-07-28,50.0,Shampoo,Dove,Beauty,view,20,1778597805
111,casual,Singapore,2026-02-12,13.0,4K Monitor,LG,Electronics,click,600,1778597805
391,browser,Indonesia,2025-12-19,1661.0,Basketball,Nike,Sports,view,250,1778597805
329,browser,Philippines,2025-11-30,,Hair Dryer,Philips,Beauty,view,80,1778597805
83,casual,Singapore,2025-12-25,40.0,Office Chair,Ikea,,view,200,1778597805
442,browser,Malaysia,2025-03-05,30.0,Watch,Casio,Fashion,view,250,1778597805
,casual,Thailand,2026-04-18,60.0,Dumbbells,Decathlon,Sports,click,150,1778597805
unknown_user,casual,Indonesia,2026-01-06,3186.0,Toaster,Philips,Home,view,70,1778597805
332,browser,Philippines,2024-10-10,,Body Lotion,Dove,Beauty,view,25,1778597805
353,casual,Singapore,2025-11-24,37.0,Microwave Oven,Samsung,Home,view,250,1778597805
102,buyer,Malaysia,2024-11-11,10.0,Gaming Laptop,Asus,Electronics,click,2200,1778597805
,browser,Singapore,2026-01-03,35.0,Rice Cooker,Panasonic,Home,purchase,120,1778597805
163,buyer,Thailand,2025-10-18,,Jacket,Zara,Fashion,click,200,1778597805
201,casual,Malaysia,2026-03-31,37.0,Microwave Oven,Samsung,Home,view,250,1778597805
161,browser,Malaysia,2026-04-12,61.0,Treadmill,Technogym,Sports,view,-15000,1778597805
286,casual,Singapore,2025-02-14,49.0,Perfume,Dior,Beauty,view,150,1778597805
unknown_user,browser,Malaysia,2024-11-08,16.0,Running Shoes,Nike,Fashion,invalid,120,1778597805
356,casual,Malaysia,2026-03-18,40.0,Office Chair,Ikea,Home,click,-200,1778597805
441,browser,Philippines,2024-09-26,,Formal Shirt,Zara,Fashion,view,90,1778597805
427,browser,Malaysia,2025-04-15,3717.0,Vacuum Cleaner,Dyson,,view,300,1778597805
unknown_user,browser,Malaysia,2025-07-31,14.0,External SSD,Samsung,Electronics,view,200,1778597805
396,casual,Thailand,2025-02-28,13.0,4K Monitor,LG,Electronics,purchase,600,1778597805
126,browser,Thailand,2026-01-22,2.0,Samsung Galaxy S23,Samsung,Electronics,view,1000,1778597805
479,browser,Malaysia,2025-10-14,32.0,Air Fryer,Xiaomi,Home,click,180,1778597805
254,buyer,Malaysia,2026-04-25,66.0,Python Programming Book,O'Reilly,Books,purchase,50,1778597805
134,browser,Malaysia,2024-12-25,1.0,iPhone 15,Apple,Electronics,view,1200,1778597805
unknown_user,casual,Thailand,2025-10-18,1582.0,Shampoo,Dove,Beauty,view,20,1778597805
102,browser,Malaysia,2026-01-29,55.0,Nail Polish,O.P.I,,click,15,1778597805
260,browser,Indonesia,2026-03-10,10.0,Gaming Laptop,Asus,,view,2200,1778597805
51,casual,Malaysia,2024-09-11,50.0,Shampoo,Dove,,click,20,1778597805
424,casual,Singapore,2024-10-23,47.0,Moisturizer,Nivea,Beauty,view,-40,1778597805
126,browser,Malaysia,2025-07-24,16.0,Running Shoes,Nike,Fashion,click,120,1778597805
26,buyer,Malaysia,2026-03-24,27.0,Sports Shorts,Nike,Fashion,purchase,100,1778597805
104,buyer,Malaysia,2025-12-11,,iPad Air,Apple,Electronics,invalid,900,1778597805
377,buyer,Singapore,2026-01-24,35.0,Rice Cooker,Panasonic,,click,120,1778597805
411,casual,Indonesia,2024-12-13,,Body Lotion,Dove,Beauty,purchase,25,1778597805
,browser,Indonesia,2024-10-12,48.0,Lipstick,Maybelline,Beauty,click,25,1778597805
475,browser,Indonesia,2025-12-05,22.0,Hoodie,Puma,Fashion,view,90,1778597805
2,browser,Thailand,2025-09-05,3255.0,Sandals,Havaianas,,view,70,1778597805
73,casual,Malaysia,2026-05-12,27.0,Sports Shorts,Nike,Fashion,purchase,50,1778597805
455,buyer,Thailand,2025-03-21,41.0,Bed Frame,Ikea,Home,click,900,1778597805
214,casual,Philippines,2026-01-06,31.0,Coffee Maker,Philips,Home,view,300,1778597805
392,browser,Vietnam,2026-04-07,10.0,Gaming Laptop,Asus,Electronics,view,2200,1778597805
,buyer,Philippines,2025-04-07,10.0,Gaming Laptop,Asus,,click,-2200,1778597805
254,browser,Malaysia,2024-05-28,35.0,Rice Cooker,Panasonic,Home,view,120,1778597805
278,browser,Malaysia,2025-07-24,34.0,Blender,Philips,Home,view,100,1778597805
383,browser,Singapore,2024-10-22,47.0,Moisturizer,Nivea,Beauty,view,40,1778597805
211,browser,Malaysia,2026-05-12,18.0,Jeans,Levi's,Fashion,view,80,1778597805
350,browser,Thailand,2026-04-24,63.0,Skipping Rope,Decathlon,Sports,invalid,20,1778597805
25,browser,Malaysia,2024-08-27,15.0,Bluetooth Speaker,JBL,Electronics,view,120,1778597805
236,casual,Thailand,2025-12-04,33.0,Vacuum Cleaner,Dyson,Home,view,300,1778597805
unknown_user,browser,Indonesia,2024-09-12,26.0,Backpack,Adidas,,invalid,100,1778597805
155,browser,Vietnam,2025-09-27,32.0,Air Fryer,Xiaomi,Home,view,540,1778597805
26,casual,Malaysia,2024-12-09,30.0,Watch,Casio,Fashion,purchase,250,1778597805
364,browser,Singapore,2024-10-20,2.0,Samsung Galaxy S23,Samsung,Electronics,view,1000,1778597805
373,buyer,Singapore,2025-09-20,23.0,Cap,Nike,Fashion,invalid,30,1778597805
257,buyer,Singapore,2024-07-21,7.0,Sony Headphones,Sony,,click,300,1778597805
209,browser,Indonesia,2026-04-19,40.0,Office Chair,Ikea,Home,view,200,1778597805
44,browser,Indonesia,2025-01-11,36.0,Electric Kettle,Tefal,Home,view,540,1778597805
374,casual,Malaysia,2025-05-14,8.0,AirPods Pro,Apple,Electronics,view,250,1778597805
318,casual,Malaysia,2024-05-25,56.0,Football,Adidas,Sports,invalid,40,1778597805
446,browser,Thailand,2024-05-19,9.0,Smart Watch,Fitbit,Electronics,purchase,400,1778597805
29,buyer,Malaysia,2025-05-29,68.0,Machine Learning Guide,O'Reilly,Books,purchase,-80,1778597805
,casual,Malaysia,2025-06-18,34.0,Blender,Philips,Home,purchase,-400,1778597805
unknown_user,casual,Indonesia,2025-10-07,65.0,Water Bottle,Stanley,Sports,purchase,25,1778597805
,casual,Thailand,2025-06-18,19.0,T-Shirt,Uniqlo,Fashion,click,40,1778597805
127,browser,Indonesia,2025-07-27,4.0,Dell XPS 13,Dell,Electronics,view,12600,1778597805
336,browser,Philippines,2025-07-21,9.0,Smart Watch,Fitbit,Electronics,invalid,400,1778597805
109,browser,Malaysia,2025-11-22,34.0,Blender,Philips,,view,100,1778597805
313,casual,Indonesia,2026-03-04,2717.0,Cycling Helmet,Giro,Sports,click,80,1778597805
225,casual,Thailand,2026-02-22,29.0,Sandals,Havaianas,Fashion,click,70,1778597805
unknown_user,browser,Thailand,2026-02-07,36.0,Electric Kettle,Tefal,Home,view,120,1778597805
218,browser,Malaysia,2025-05-16,3435.0,Dress,H&M,,invalid,120,1778597805
87,browser,Malaysia,2025-07-16,38.0,Toaster,Philips,Home,view,420,1778597805
88,browser,Malaysia,2025-10-09,33.0,Vacuum Cleaner,Dyson,Home,view,300,1778597805
107,browser,Singapore,2026-02-09,,Water Bottle,Stanley,Sports,view,25,1778597805
185,casual,Singapore,2025-03-29,36.0,Electric Kettle,Tefal,Home,view,60,1778597805
239,browser,Thailand,2025-09-11,60.0,Dumbbells,Decathlon,Sports,click,150,1778597805
unknown_user,browser,Malaysia,2024-10-04,28.0,Formal Shirt,Zara,Fashion,view,90,1778597805
218,buyer,Philippines,2025-11-17,51.0,Hair Dryer,Philips,Beauty,view,400,1778597805
67,casual,Malaysia,2025-11-11,12.0,Wireless Mouse,Logitech,Electronics,invalid,80,1778597805
,browser,Vietnam,2026-01-31,25.0,Leather Belt,Levi's,Fashion,view,60,1778597805
425,browser,Malaysia,2026-01-30,2668.0,iPhone 15,Apple,Electronics,click,9600,1778597805
276,casual,Singapore,2025-04-14,43.0,Desk Lamp,Philips,Home,click,-50,1778597805
352,browser,Indonesia,2025-02-17,7.0,Sony Headphones,Sony,Electronics,view,300,1778597805
128,buyer,Malaysia,2024-08-08,70.0,Self Development Book,Penguin,,click,120,1778597805
107,buyer,Singapore,2026-02-24,67.0,Data Science Handbook,Packt,Books,purchase,70,1778597805
,buyer,Malaysia,2025-05-04,,Self Development Book,Penguin,Books,click,40,1778597805
403,buyer,Singapore,2024-08-07,22.0,Hoodie,Puma,Fashion,purchase,90,1778597805
257,browser,Singapore,2025-11-17,44.0,Curtains,Ikea,Home,click,480,1778597805
342,browser,Vietnam,2025-05-17,28.0,Formal Shirt,Zara,Fashion,view,90,1778597805
42,casual,Singapore,2024-07-04,70.0,Self Development Book,Penguin,Books,click,40,1778597805
,browser,Indonesia,2025-12-06,,Running Shoes,Nike,Fashion,view,720,1778597805
121,buyer,Singapore,2025-03-31,62.0,Cycling Helmet,Giro,Sports,view,80,1778597805
125,browser,Malaysia,2024-10-27,1324.0,Dell XPS 13,Dell,Electronics,view,1800,1778597805
160,browser,Malaysia,2024-09-10,11.0,Mechanical Keyboard,Logitech,Electronics,view,1050,1778597805
,casual,Indonesia,2025-10-31,44.0,Curtains,Ikea,Home,purchase,120,1778597805
191,browser,Thailand,2025-04-15,4972.0,Rice Cooker,Panasonic,,view,120,1778597805
,browser,Singapore,2026-04-16,49.0,Perfume,Dior,Beauty,view,150,1778597805
488,browser,Malaysia,2025-05-07,60.0,Dumbbells,Decathlon,Sports,view,150,1778597805
357,browser,Malaysia,2024-11-23,31.0,Coffee Maker,Philips,Home,click,150,1778597805
129,casual,Singapore,2024-08-03,64.0,Gym Bag,Nike,Sports,view,90,1778597805
347,browser,Indonesia,2026-04-18,47.0,Moisturizer,Nivea,Beauty,view,40,1778597805
444,browser,Thailand,2025-10-13,67.0,Data Science Handbook,Packt,Books,view,70,1778597805
495,browser,Malaysia,2025-02-21,50.0,Shampoo,Dove,,view,20,1778597805
307,browser,Malaysia,2026-03-20,61.0,Treadmill,Technogym,Sports,view,1500,1778597805
474,casual,Malaysia,2026-01-03,38.0,Toaster,Philips,Home,view,70,1778597805
449,buyer,Thailand,2025-04-04,57.0,Basketball,Nike,Sports,purchase,50,1778597805
40,buyer,Singapore,2025-04-13,70.0,Self Development Book,Penguin,Books,invalid,40,1778597805
unknown_user,casual,Philippines,2024-10-26,19.0,T-Shirt,Uniqlo,Fashion,purchase,40,1778597805
213,browser,Vietnam,2025-09-13,14.0,External SSD,Samsung,Electronics,view,200,1778597805
380,browser,Singapore,2024-08-03,62.0,Cycling Helmet,Giro,,view,80,1778597805
167,browser,Malaysia,2024-10-09,22.0,Hoodie,Puma,Fashion,click,90,1778597805
121,browser,Indonesia,2025-12-24,,Rice Cooker,Panasonic,Home,view,120,1778597805
unknown_user,casual,Malaysia,2025-04-21,51.0,Hair Dryer,Philips,Beauty,view,80,1778597805
83,buyer,Thailand,2025-05-09,2.0,Samsung Galaxy S23,Samsung,Electronics,view,-1000,1778597805
unknown_user,buyer,Malaysia,2025-11-01,38.0,Toaster,Philips,Home,click,70,1778597805
111,browser,Philippines,2025-12-21,22.0,Hoodie,Puma,Fashion,view,810,1778597805
268,browser,Indonesia,2026-01-23,,Hair Dryer,Philips,Beauty,view,80,1778597805
335,casual,Singapore,2025-01-07,27.0,Sports Shorts,Nike,Fashion,view,50,1778597805
352,browser,Malaysia,2025-05-29,65.0,Water Bottle,Stanley,Sports,view,25,1778597805
348,browser,Malaysia,2025-01-01,2205.0,Moisturizer,Nivea,Beauty,view,40,1778597805
104,buyer,Singapore,2024-11-28,60.0,Dumbbells,Decathlon,Sports,click,-150,1778597805
460,casual,Singapore,2026-03-04,31.0,Coffee Maker,Philips,Home,click,900,1778597805
446,casual,Malaysia,2025-11-17,34.0,Blender,Philips,Home,view,100,1778597805
296,buyer,Singapore,2025-06-17,35.0,Rice Cooker,Panasonic,Home,purchase,120,1778597805
66,browser,Malaysia,2024-05-21,53.0,Sunscreen,Nivea,Beauty,view,35,1778597805
13,casual,Singapore,2026-01-10,60.0,Dumbbells,Decathlon,Sports,click,150,1778597805
425,browser,Malaysia,2025-01-20,24.0,Sunglasses,Ray-Ban,Fashion,view,180,1778597805
unknown_user,browser,Singapore,2025-03-25,49.0,Perfume,Dior,Beauty,view,1500,1778597805
,browser,Malaysia,2025-01-02,22.0,Hoodie,Puma,Fashion,view,90,1778597805
241,casual,Indonesia,2026-03-09,53.0,Sunscreen,Nivea,Beauty,click,35,1778597805
65,browser,Thailand,2026-02-08,59.0,Yoga Mat,Decathlon,Sports,view,480,1778597805
,buyer,Malaysia,2026-02-21,9.0,Smart Watch,Fitbit,Electronics,purchase,400,1778597805
256,casual,Malaysia,2026-03-27,23.0,Cap,Nike,Fashion,view,-30,1778597805
,browser,Thailand,2025-04-18,45.0,Wall Clock,Generic,Home,invalid,120,1778597805
2,browser,Indonesia,2026-01-28,5.0,iPad Air,Apple,Electronics,view,900,1778597805
unknown_user,buyer,Indonesia,2025-07-31,17.0,Sneakers,Adidas,Fashion,purchase,150,1778597805
,casual,Malaysia,2026-01-29,53.0,Sunscreen,Nivea,Beauty,click,35,1778597805
279,buyer,Thailand,2025-01-20,6.0,Samsung Tablet,Samsung,Electronics,click,700,1778597805
199,casual,Malaysia,2026-03-30,3.0,MacBook Pro,Apple,Electronics,invalid,2500,1778597805
467,casual,Singapore,2024-11-06,1405.0,Hoodie,Puma,Fashion,invalid,630,1778597805
unknown_user,buyer,Indonesia,2026-02-27,45.0,Wall Clock,Generic,Home,click,40,1778597805
455,buyer,Thailand,2026-01-25,7.0,Sony Headphones,Sony,,view,300,1778597805
unknown_user,casual,Vietnam,2025-05-01,8.0,AirPods Pro,Apple,Electronics,click,250,1778597805
382,browser,Thailand,2025-10-25,70.0,Self Development Book,Penguin,Books,view,120,1778597805
448,buyer,Thailand,2025-07-12,69.0,Business Strategy Book,Harvard Press,Books,purchase,60,1778597805
,browser,Vietnam,2024-11-08,49.0,Perfume,Dior,Beauty,view,150,1778597805
13,browser,Malaysia,2024-06-06,35.0,Rice Cooker,Panasonic,Home,view,120,1778597805
152,browser,Vietnam,2026-04-16,3023.0,Samsung Tablet,Samsung,Electronics,view,2800,1778597805
unknown_user,casual,Indonesia,2024-08-31,9.0,Smart Watch,Fitbit,Electronics,invalid,2000,1778597805
76,browser,Malaysia,2024-09-28,56.0,Football,Adidas,Sports,view,240,1778597805
228,browser,Thailand,2025-07-27,33.0,Vacuum Cleaner,Dyson,Home,view,300,1778597805
